item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
4932.YAL017W	4932.YOR014W	inhibition	inhibition	f	f	250
4932.YAL017W	4932.YOR107W	inhibition	inhibition	f	f	208
4932.YAL017W	4932.YOR127W	activation	activation	f	f	198
4932.YAL017W	4932.YOR208W	activation	activation	f	f	158
4932.YAL017W	4932.YOR208W	inhibition	inhibition	f	f	158
4932.YAL017W	4932.YPL203W	inhibition	inhibition	f	f	158
4932.YAL017W	4932.YPL240C	activation	activation	f	f	209
4932.YAL017W	4932.YPL240C	activation	activation	t	f	177
4932.YAL017W	4932.YPL268W	activation	activation	f	f	288
4932.YAL017W	4932.YPR032W	inhibition	inhibition	f	f	209
4932.YAL017W	4932.YPR048W	activation	activation	f	f	157
4932.YAL017W	4932.YPR154W	activation	activation	f	f	209
4932.YAL020C	4932.YBR264C	activation	activation	f	f	296
4932.YAL020C	4932.YDL116W	activation	activation	t	f	321
4932.YAL020C	4932.YDL116W	activation	activation	t	t	321
4932.YAL020C	4932.YDR002W	activation	activation	t	f	153
4932.YAL020C	4932.YDR002W	activation	activation	t	t	153
4932.YAL020C	4932.YER009W	activation	activation	t	t	218
4932.YAL020C	4932.YIL063C	activation	activation	t	f	153
4932.YAL020C	4932.YIL063C	activation	activation	t	t	153
4932.YAL020C	4932.YKR014C	activation	activation	f	f	296
4932.YAL020C	4932.YLR045C	activation	activation	t	f	195
4932.YAL020C	4932.YLR045C	activation	activation	t	t	195
4932.YAL020C	4932.YLR293C	activation	activation	t	t	151
4932.YAL020C	4932.YLR335W	activation	activation	t	f	153
4932.YAL020C	4932.YLR335W	activation	activation	t	t	153
4932.YAL020C	4932.YLR347C	activation	activation	t	t	183
4932.YAL020C	4932.YMR001C	activation	activation	t	f	175
4932.YAL020C	4932.YMR001C	activation	activation	t	t	175
4932.YAL020C	4932.YMR235C	activation	activation	t	f	321
4932.YAL020C	4932.YMR235C	activation	activation	t	t	321
4932.YAL020C	4932.YNL093W	activation	activation	f	f	296
4932.YAL020C	4932.YOR089C	activation	activation	f	f	296
4932.YAL020C	4932.YOR185C	activation	activation	t	t	151
4932.YAL020C	4932.YPL209C	activation	activation	t	f	231
4932.YAL020C	4932.YPL209C	activation	activation	t	t	231
4932.YAL024C	4932.YCR027C	activation	activation	f	f	329
4932.YAL024C	4932.YGR136W	activation	activation	f	f	374
4932.YAL024C	4932.YGR152C	activation	activation	f	f	329
4932.YAL024C	4932.YIL118W	activation	activation	f	f	262
4932.YAL024C	4932.YKR055W	activation	activation	f	f	262
4932.YAL024C	4932.YLR229C	activation	activation	f	f	262
4932.YAL024C	4932.YML064C	activation	activation	f	f	846
4932.YAL024C	4932.YNL090W	activation	activation	f	f	262
4932.YAL024C	4932.YNL098C	activation	activation	f	f	329
4932.YAL024C	4932.YNL180C	activation	activation	f	f	262
4932.YAL024C	4932.YOR101W	activation	activation	f	f	329
4932.YAL024C	4932.YPR154W	activation	activation	f	f	374
4932.YAL024C	4932.YPR165W	activation	activation	f	f	262
4932.YAL026C	4932.YIL033C	activation	activation	f	f	151
4932.YAL030W	4932.YDR468C	activation	activation	f	f	933
4932.YAL030W	4932.YDR498C	activation	activation	f	f	173
4932.YAL030W	4932.YGL098W	activation	activation	f	f	307
4932.YAL030W	4932.YGL212W	activation	activation	f	f	301
4932.YAL030W	4932.YGR009C	activation	activation	f	f	394
4932.YAL030W	4932.YIL004C	activation	activation	f	f	307
4932.YAL030W	4932.YMR017W	activation	activation	f	f	394
4932.YAL030W	4932.YMR183C	activation	activation	f	f	919
4932.YAL030W	4932.YMR183C	inhibition	inhibition	t	t	390
4932.YAL030W	4932.YMR197C	activation	activation	f	f	937
4932.YAL030W	4932.YOL018C	activation	activation	f	f	925
4932.YAL030W	4932.YOR036W	activation	activation	f	f	198
4932.YAL030W	4932.YOR075W	activation	activation	f	f	267
4932.YAL030W	4932.YOR106W	activation	activation	f	f	198
4932.YAL030W	4932.YPL232W	activation	activation	f	f	919
4932.YAL030W	4932.YPL232W	inhibition	inhibition	t	t	390
4932.YAL038W	4932.YOL108C	activation	activation	t	f	193
4932.YAL040C	4932.YBL084C	inhibition	inhibition	f	f	365
4932.YAL040C	4932.YBR160W	activation	activation	f	f	297
4932.YAL040C	4932.YDL008W	inhibition	inhibition	f	f	297
4932.YAL040C	4932.YDL008W	inhibition	inhibition	t	t	154
4932.YAL040C	4932.YDR118W	inhibition	inhibition	f	f	274
4932.YAL040C	4932.YDR118W	inhibition	inhibition	t	t	252
4932.YAL040C	4932.YDR328C	inhibition	inhibition	f	f	198
4932.YAL040C	4932.YDR328C	inhibition	inhibition	t	f	198
4932.YAL040C	4932.YDR328C	inhibition	inhibition	t	t	198
4932.YAL040C	4932.YER111C	activation	activation	f	f	814
4932.YAL040C	4932.YFL029C	activation	activation	f	f	297
4932.YAL040C	4932.YGL003C	inhibition	inhibition	f	f	276
4932.YAL040C	4932.YGL116W	inhibition	inhibition	f	f	276
4932.YAL040C	4932.YGL240W	inhibition	inhibition	f	f	267
4932.YAL040C	4932.YGL240W	inhibition	inhibition	t	t	247
4932.YAL040C	4932.YGR203W	activation	activation	f	f	222
4932.YAL040C	4932.YGR225W	inhibition	inhibition	f	f	276
4932.YAL040C	4932.YJL187C	activation	activation	t	t	401
4932.YAL040C	4932.YJL187C	inhibition	inhibition	f	f	309
4932.YAL040C	4932.YJL194W	activation	activation	f	f	269
4932.YAL040C	4932.YJL194W	inhibition	inhibition	f	f	150
4932.YAL040C	4932.YJR094C	expression	inhibition	t	t	401
4932.YAL040C	4932.YKL022C	inhibition	inhibition	f	f	226
4932.YAL040C	4932.YKL022C	inhibition	inhibition	t	t	226
4932.YAL040C	4932.YKR099W	activation	activation	t	f	153
4932.YAL040C	4932.YLR182W	activation	activation	f	f	814
4932.YAL040C	4932.YLR442C	activation	activation	f	f	150
4932.YAL040C	4932.YLR442C	inhibition	inhibition	f	f	150
4932.YAL040C	4932.YML065W	activation	activation	f	f	150
4932.YAL040C	4932.YML065W	inhibition	inhibition	f	f	150
4932.YAL040C	4932.YMR001C	activation	activation	f	f	307
4932.YAL040C	4932.YMR036C	activation	activation	f	f	222
4932.YAL040C	4932.YNL197C	expression	inhibition	t	f	401
4932.YAL040C	4932.YOR083W	inhibition	inhibition	f	f	800
4932.YAL040C	4932.YOR113W	activation	activation	t	f	401
4932.YAL040C	4932.YPL031C	activation	activation	f	f	297
4932.YAL040C	4932.YPR200C	activation	activation	f	f	222
4932.YAL041W	4932.YAL048C	activation	activation	f	f	163
4932.YAL041W	4932.YBR164C	activation	activation	f	f	163
4932.YAL041W	4932.YCR027C	activation	activation	f	f	274
4932.YAL041W	4932.YDL137W	activation	activation	f	f	163
4932.YAL041W	4932.YDL192W	activation	activation	f	f	163
4932.YAL041W	4932.YER031C	activation	activation	f	f	163
4932.YAL041W	4932.YER118C	activation	activation	f	f	800
4932.YAL041W	4932.YGL210W	activation	activation	f	f	163
4932.YAL041W	4932.YGR152C	activation	activation	f	f	274
4932.YAL041W	4932.YIL118W	activation	activation	f	f	390
4932.YAL041W	4932.YKR055W	activation	activation	f	f	390
4932.YAL041W	4932.YLR229C	activation	activation	f	f	976
4932.YAL041W	4932.YLR229C	activation	activation	t	t	900
4932.YAL041W	4932.YLR229C	inhibition	inhibition	t	t	908
4932.YAL041W	4932.YML064C	activation	activation	f	f	163
4932.YAL041W	4932.YNL090W	activation	activation	f	f	390
4932.YAL041W	4932.YNL098C	activation	activation	f	f	455
4932.YAL041W	4932.YNL180C	activation	activation	f	f	390
4932.YAL041W	4932.YNL304W	activation	activation	f	f	163
4932.YAL041W	4932.YOR094W	activation	activation	f	f	163
4932.YAL041W	4932.YOR101W	activation	activation	f	f	455
4932.YAL041W	4932.YOR262W	activation	activation	f	f	163
4932.YAL041W	4932.YPR165W	activation	activation	f	f	390
4932.YAL041W	4932.YPR165W	activation	activation	t	t	900
4932.YAL041W	4932.YPR165W	inhibition	inhibition	t	t	908
4932.YAL048C	4932.YAL041W	activation	activation	f	f	163
4932.YAL048C	4932.YBL105C	activation	activation	f	f	163
4932.YAL048C	4932.YBR200W	activation	activation	f	f	165
4932.YAL048C	4932.YDL135C	activation	activation	f	f	165
4932.YAL048C	4932.YDR166C	activation	activation	f	f	165
4932.YAL048C	4932.YDR379W	inhibition	inhibition	f	f	230
4932.YAL048C	4932.YHR114W	inhibition	inhibition	f	f	165
4932.YAL048C	4932.YHR186C	activation	activation	f	f	165
4932.YAL048C	4932.YJL005W	activation	activation	f	f	163
4932.YAL048C	4932.YKL092C	activation	activation	f	f	158
4932.YAL048C	4932.YKL092C	inhibition	inhibition	f	f	165
4932.YAL048C	4932.YKL092C	inhibition	inhibition	t	f	152
4932.YAL048C	4932.YLR422W	activation	activation	f	f	165
4932.YAL048C	4932.YOR127W	inhibition	inhibition	f	f	230
4932.YAL048C	4932.YOR181W	activation	activation	f	f	165
4932.YAL048C	4932.YOR212W	activation	activation	f	f	165
4932.YAL048C	4932.YPL242C	activation	activation	f	f	165
4932.YAL048C	4932.YPL242C	inhibition	inhibition	f	f	165
4932.YAL048C	4932.YPL242C	inhibition	inhibition	t	t	157
4932.YAL048C	4932.YPL268W	activation	activation	f	f	158
4932.YAL054C	4932.YKL112W	activation	activation	t	f	800
4932.YAL062W	4932.YDR477W	activation	activation	t	f	435
4932.YAL062W	4932.YGL227W	expression	inhibition	t	f	401
4932.YAR007C	4932.YBL021C	activation	activation	t	t	900
4932.YAR007C	4932.YBL035C	activation	activation	t	t	985
4932.YAR007C	4932.YBL088C	activation	activation	t	f	522
4932.YAR007C	4932.YBR136W	activation	activation	t	f	522
4932.YAR007C	4932.YDL102W	activation	activation	t	t	319
4932.YAR007C	4932.YEL037C	activation	activation	t	f	158
4932.YAR007C	4932.YER179W	activation	activation	t	f	396
4932.YAR007C	4932.YIR008C	activation	activation	t	t	985
4932.YAR007C	4932.YKL045W	activation	activation	t	t	985
4932.YAR007C	4932.YNL102W	activation	activation	t	t	985
4932.YAR007C	4932.YNL262W	activation	activation	t	t	963
4932.YAR007C	4932.YOR358W	activation	activation	t	t	908
4932.YAR007C	4932.YPL167C	activation	activation	t	t	237
4932.YAR007C	4932.YPR175W	activation	activation	t	t	985
4932.YAR019C	4932.YAL017W	activation	activation	f	f	158
4932.YAR019C	4932.YBL016W	inhibition	inhibition	f	f	207
4932.YAR019C	4932.YBL105C	activation	activation	f	f	227
4932.YAR019C	4932.YDL079C	activation	activation	f	f	158
4932.YAR019C	4932.YDL159W	activation	activation	f	f	345
4932.YAR019C	4932.YDR523C	activation	activation	f	f	230
4932.YAR019C	4932.YFL033C	activation	activation	f	f	183
4932.YAR019C	4932.YFL034C-B	activation	activation	f	f	269
4932.YAR019C	4932.YGR040W	inhibition	inhibition	f	f	207
4932.YAR019C	4932.YGR092W	activation	activation	f	f	908
4932.YAR019C	4932.YHL007C	activation	activation	f	f	163
4932.YAR019C	4932.YHR030C	inhibition	inhibition	f	f	207
4932.YAR019C	4932.YHR079C	activation	activation	f	f	158
4932.YAR019C	4932.YHR102W	activation	activation	f	f	230
4932.YAR019C	4932.YHR102W	activation	activation	t	f	900
4932.YAR019C	4932.YIL106W	activation	activation	f	f	911
4932.YAR019C	4932.YJL128C	activation	activation	f	f	345
4932.YAR019C	4932.YJR007W	activation	activation	f	f	167
4932.YAR019C	4932.YJR089W	inhibition	inhibition	t	f	267
4932.YAR019C	4932.YJR089W	inhibition	inhibition	t	t	267
4932.YAR019C	4932.YKL161C	inhibition	inhibition	f	f	207
4932.YAR019C	4932.YKL193C	activation	activation	f	f	197
4932.YAR019C	4932.YLR113W	inhibition	inhibition	f	f	207
4932.YAR019C	4932.YML064C	activation	activation	f	f	932
4932.YAR019C	4932.YMR139W	activation	activation	f	f	158
4932.YAR019C	4932.YNL161W	activation	activation	f	f	269
4932.YAR019C	4932.YNL298W	activation	activation	f	f	163
4932.YAR019C	4932.YNL307C	activation	activation	f	f	158
4932.YAR019C	4932.YOL045W	activation	activation	f	f	158
4932.YAR019C	4932.YOL113W	activation	activation	f	f	163
4932.YAR019C	4932.YOL128C	activation	activation	f	f	158
4932.YAR019C	4932.YOR090C	activation	activation	f	f	158
4932.YAR019C	4932.YOR231W	activation	activation	f	f	345
4932.YAR019C	4932.YOR353C	activation	activation	f	f	167
4932.YAR019C	4932.YOR373W	activation	activation	f	f	227
4932.YAR019C	4932.YPL140C	activation	activation	f	f	345
4932.YAR019C	4932.YPL213W	activation	activation	f	f	167
4932.YAR019C	4932.YPR054W	inhibition	inhibition	f	f	207
4932.YAR019C	4932.YPR111W	activation	activation	f	f	902
4932.YAR019C	4932.YPR165W	activation	activation	f	f	181
4932.YAR042W	4932.YBL016W	activation	activation	f	f	231
4932.YAR042W	4932.YBL056W	activation	activation	t	t	175
4932.YAR042W	4932.YBR125C	activation	activation	t	t	175
4932.YAR042W	4932.YBR160W	inhibition	inhibition	f	f	282
4932.YAR042W	4932.YBR160W	inhibition	inhibition	t	t	282
4932.YAR042W	4932.YCR027C	activation	activation	f	f	260
4932.YAR042W	4932.YCR079W	activation	activation	t	t	175
4932.YAR042W	4932.YDL006W	activation	activation	t	t	175
4932.YAR042W	4932.YDL134C	activation	activation	f	f	205
4932.YAR042W	4932.YDL188C	activation	activation	f	f	205
4932.YAR042W	4932.YDR139C	inhibition	inhibition	t	t	167
4932.YAR042W	4932.YDR523C	inhibition	inhibition	f	f	177
4932.YAR042W	4932.YDR523C	inhibition	inhibition	t	f	177
4932.YAR042W	4932.YDR523C	inhibition	inhibition	t	t	177
4932.YAR042W	4932.YER089C	activation	activation	t	t	175
4932.YAR042W	4932.YER120W	activation	activation	t	t	512
4932.YAR042W	4932.YFL029C	inhibition	inhibition	f	f	282
4932.YAR042W	4932.YFL029C	inhibition	inhibition	t	t	282
4932.YAR042W	4932.YGL019W	activation	activation	f	f	267
4932.YAR042W	4932.YGR040W	activation	activation	f	f	231
4932.YAR042W	4932.YGR152C	activation	activation	f	f	260
4932.YAR042W	4932.YHR030C	activation	activation	f	f	231
4932.YAR042W	4932.YHR076W	activation	activation	t	t	151
4932.YAR042W	4932.YHR102W	inhibition	inhibition	f	f	177
4932.YAR042W	4932.YHR102W	inhibition	inhibition	t	f	177
4932.YAR042W	4932.YHR102W	inhibition	inhibition	t	t	177
4932.YAR042W	4932.YIL035C	activation	activation	f	f	197
4932.YAR042W	4932.YIL118W	activation	activation	f	f	246
4932.YAR042W	4932.YIL148W	inhibition	inhibition	t	t	265
4932.YAR042W	4932.YKL161C	activation	activation	f	f	231
4932.YAR042W	4932.YKR055W	activation	activation	f	f	246
4932.YAR042W	4932.YKR094C	inhibition	inhibition	t	t	265
4932.YAR042W	4932.YLL039C	inhibition	inhibition	t	t	167
4932.YAR042W	4932.YLR113W	activation	activation	f	f	231
4932.YAR042W	4932.YLR167W	inhibition	inhibition	t	t	347
4932.YAR042W	4932.YLR229C	activation	activation	f	f	246
4932.YAR042W	4932.YNL090W	activation	activation	f	f	246
4932.YAR042W	4932.YNL098C	activation	activation	f	f	260
4932.YAR042W	4932.YNL180C	activation	activation	f	f	246
4932.YAR042W	4932.YNL217W	activation	activation	f	f	205
4932.YAR042W	4932.YOR039W	activation	activation	f	f	267
4932.YAR042W	4932.YOR061W	activation	activation	f	f	197
4932.YAR042W	4932.YOR090C	activation	activation	t	t	151
4932.YAR042W	4932.YOR101W	activation	activation	f	f	260
4932.YAR042W	4932.YPL031C	inhibition	inhibition	f	f	282
4932.YAR042W	4932.YPL031C	inhibition	inhibition	t	t	282
4932.YAR042W	4932.YPR054W	activation	activation	f	f	231
4932.YAR042W	4932.YPR165W	activation	activation	f	f	246
4932.YBL002W	4932.YJL074C	activation	activation	t	f	152
4932.YBL002W	4932.YOL012C	activation	activation	t	f	154
4932.YBL002W	4932.YOL012C	activation	activation	t	t	154
4932.YBL003C	4932.YOL012C	activation	activation	t	f	151
4932.YBL003C	4932.YOL012C	activation	activation	t	t	151
4932.YBL004W	4932.YCL031C	activation	activation	t	f	591
4932.YBL004W	4932.YCL054W	activation	activation	t	f	503
4932.YBL004W	4932.YDR087C	activation	activation	t	f	173
4932.YBL004W	4932.YDR324C	activation	activation	t	f	981
4932.YBL004W	4932.YDR395W	activation	activation	t	f	262
4932.YBL004W	4932.YDR398W	activation	activation	t	f	960
4932.YBL004W	4932.YGR090W	activation	activation	t	f	896
4932.YBL004W	4932.YGR095C	activation	activation	t	f	902
