item_id_a	item_id_b	mode	action	is_directional	a_is_acting	score
4932.YDR328C	4932.YER066W	inhibition	inhibition	t	t	583
4932.YDR328C	4932.YFL009W	inhibition	inhibition	t	f	583
4932.YDR328C	4932.YFL009W	inhibition	inhibition	t	t	583
4932.YDR328C	4932.YGR003W	inhibition	inhibition	t	f	503
4932.YDR328C	4932.YGR003W	inhibition	inhibition	t	t	503
4932.YDR328C	4932.YGR108W	inhibition	inhibition	f	f	198
4932.YDR328C	4932.YGR108W	inhibition	inhibition	t	f	198
4932.YDR328C	4932.YGR108W	inhibition	inhibition	t	t	198
4932.YDR328C	4932.YGR109C	inhibition	inhibition	f	f	198
4932.YDR328C	4932.YGR109C	inhibition	inhibition	t	f	198
4932.YDR328C	4932.YGR109C	inhibition	inhibition	t	t	198
4932.YDR328C	4932.YHR079C	inhibition	inhibition	t	t	197
4932.YDR328C	4932.YIL046W	inhibition	inhibition	t	f	449
4932.YDR328C	4932.YIL046W	inhibition	inhibition	t	t	449
4932.YDR328C	4932.YJL047C	inhibition	inhibition	t	f	503
4932.YDR328C	4932.YJL047C	inhibition	inhibition	t	t	503
4932.YDR328C	4932.YJL157C	inhibition	inhibition	f	f	801
4932.YDR328C	4932.YJL187C	inhibition	inhibition	f	f	897
4932.YDR328C	4932.YJL194W	inhibition	inhibition	f	f	880
4932.YDR328C	4932.YJR052W	inhibition	inhibition	t	f	495
4932.YDR328C	4932.YJR052W	inhibition	inhibition	t	t	495
4932.YDR328C	4932.YJR090C	inhibition	inhibition	t	f	495
4932.YDR328C	4932.YJR090C	inhibition	inhibition	t	t	495
4932.YDR328C	4932.YLL039C	inhibition	inhibition	t	t	190
4932.YDR328C	4932.YLR079W	inhibition	inhibition	f	f	800
4932.YDR328C	4932.YLR097C	inhibition	inhibition	t	f	630
4932.YDR328C	4932.YLR097C	inhibition	inhibition	t	t	630
4932.YDR328C	4932.YLR210W	inhibition	inhibition	f	f	198
4932.YDR328C	4932.YLR210W	inhibition	inhibition	t	f	198
4932.YDR328C	4932.YLR210W	inhibition	inhibition	t	t	198
4932.YDR328C	4932.YLR306W	inhibition	inhibition	t	t	435
4932.YDR328C	4932.YLR442C	inhibition	inhibition	f	f	159
4932.YDR328C	4932.YML065W	inhibition	inhibition	f	f	159
4932.YDR328C	4932.YML088W	inhibition	inhibition	t	f	449
4932.YDR328C	4932.YML088W	inhibition	inhibition	t	t	449
4932.YDR328C	4932.YMR139W	inhibition	inhibition	t	t	197
4932.YDR328C	4932.YMR199W	inhibition	inhibition	f	f	832
4932.YDR328C	4932.YMR199W	inhibition	inhibition	t	f	198
4932.YDR328C	4932.YMR199W	inhibition	inhibition	t	t	198
4932.YDR328C	4932.YNL307C	inhibition	inhibition	t	t	197
4932.YDR328C	4932.YOL045W	inhibition	inhibition	t	t	197
4932.YDR328C	4932.YOL128C	inhibition	inhibition	t	t	197
4932.YDR328C	4932.YOL133W	inhibition	inhibition	t	f	894
4932.YDR328C	4932.YOL133W	inhibition	inhibition	t	t	894
4932.YDR328C	4932.YPL031C	inhibition	inhibition	f	f	165
4932.YDR328C	4932.YPL256C	inhibition	inhibition	f	f	832
4932.YDR328C	4932.YPL256C	inhibition	inhibition	t	f	198
4932.YDR328C	4932.YPL256C	inhibition	inhibition	t	t	198
4932.YDR328C	4932.YPR119W	inhibition	inhibition	f	f	198
4932.YDR328C	4932.YPR119W	inhibition	inhibition	t	f	198
4932.YDR328C	4932.YPR119W	inhibition	inhibition	t	t	198
4932.YDR328C	4932.YPR120C	inhibition	inhibition	f	f	198
4932.YDR328C	4932.YPR120C	inhibition	inhibition	t	f	198
4932.YDR328C	4932.YPR120C	inhibition	inhibition	t	t	198
4932.YDR330W	4932.YBR082C	inhibition	inhibition	t	t	282
4932.YDR330W	4932.YDL064W	inhibition	inhibition	t	t	189
4932.YDR330W	4932.YDL132W	inhibition	inhibition	t	t	229
4932.YDR330W	4932.YDR054C	inhibition	inhibition	t	t	189
4932.YDR330W	4932.YDR059C	inhibition	inhibition	t	t	282
4932.YDR330W	4932.YDR092W	inhibition	inhibition	t	t	267
4932.YDR330W	4932.YDR177W	inhibition	inhibition	t	t	189
4932.YDR330W	4932.YGL058W	inhibition	inhibition	t	t	223
4932.YDR330W	4932.YGR003W	inhibition	inhibition	t	t	327
4932.YDR330W	4932.YGR133W	inhibition	inhibition	t	t	267
4932.YDR330W	4932.YOR339C	inhibition	inhibition	t	t	223
4932.YDR334W	4932.YBL008W	inhibition	inhibition	t	t	150
4932.YDR334W	4932.YJL115W	inhibition	inhibition	t	t	171
4932.YDR334W	4932.YLR045C	activation	activation	t	f	171
4932.YDR334W	4932.YLR045C	activation	activation	t	t	171
4932.YDR334W	4932.YOR038C	inhibition	inhibition	t	t	150
4932.YDR335W	4932.YAL016W	activation	activation	t	f	218
4932.YDR335W	4932.YAL016W	activation	activation	t	t	218
4932.YDR335W	4932.YBL016W	activation	activation	t	t	269
4932.YDR335W	4932.YDL116W	activation	activation	t	f	254
4932.YDR335W	4932.YDL116W	activation	activation	t	t	254
4932.YDR335W	4932.YDR002W	activation	activation	t	f	370
4932.YDR335W	4932.YDR002W	activation	activation	t	t	370
4932.YDR335W	4932.YDR192C	activation	activation	t	f	247
4932.YDR335W	4932.YDR192C	activation	activation	t	t	247
4932.YDR335W	4932.YGL092W	activation	activation	t	f	247
4932.YDR335W	4932.YGL092W	activation	activation	t	t	247
4932.YDR335W	4932.YGL100W	activation	activation	t	f	181
4932.YDR335W	4932.YGL100W	activation	activation	t	t	181
4932.YDR335W	4932.YGL172W	activation	activation	t	f	247
4932.YDR335W	4932.YGL172W	activation	activation	t	t	247
4932.YDR335W	4932.YGR040W	activation	activation	t	t	269
4932.YDR335W	4932.YHR030C	activation	activation	t	t	269
4932.YDR335W	4932.YIL063C	activation	activation	t	f	194
4932.YDR335W	4932.YIL063C	activation	activation	t	t	194
4932.YDR335W	4932.YJR042W	activation	activation	t	f	194
4932.YDR335W	4932.YJR042W	activation	activation	t	t	194
4932.YDR335W	4932.YKL068W	activation	activation	t	f	247
4932.YDR335W	4932.YKL068W	activation	activation	t	t	247
4932.YDR335W	4932.YKL161C	activation	activation	t	t	269
4932.YDR335W	4932.YLR113W	activation	activation	t	t	269
4932.YDR335W	4932.YLR335W	activation	activation	t	f	370
4932.YDR335W	4932.YLR335W	activation	activation	t	t	370
4932.YDR335W	4932.YMR047C	activation	activation	t	f	247
4932.YDR335W	4932.YMR047C	activation	activation	t	t	247
4932.YDR335W	4932.YMR235C	activation	activation	t	f	562
4932.YDR335W	4932.YMR235C	activation	activation	t	t	562
4932.YDR335W	4932.YOR014W	activation	activation	t	f	267
4932.YDR335W	4932.YOR014W	activation	activation	t	t	267
4932.YDR335W	4932.YOR026W	activation	activation	t	f	198
4932.YDR335W	4932.YOR026W	activation	activation	t	t	198
4932.YDR335W	4932.YPR054W	activation	activation	t	t	269
4932.YDR337W	4932.YBR025C	binding	activation	t	t	183
4932.YDR337W	4932.YBR181C	activation	activation	t	t	155
4932.YDR337W	4932.YCR047C	activation	activation	t	f	183
4932.YDR337W	4932.YCR057C	activation	activation	t	t	235
4932.YDR337W	4932.YDL014W	activation	activation	t	t	155
4932.YDR337W	4932.YDL148C	activation	activation	t	t	235
4932.YDR337W	4932.YDL153C	activation	activation	t	t	235
4932.YDR337W	4932.YDR324C	activation	activation	t	t	235
4932.YDR337W	4932.YDR449C	activation	activation	t	t	235
4932.YDR337W	4932.YER082C	activation	activation	t	t	235
4932.YDR337W	4932.YGR090W	activation	activation	t	t	235
4932.YDR337W	4932.YGR210C	binding	activation	t	t	183
4932.YDR337W	4932.YHL014C	binding	activation	t	t	183
4932.YDR337W	4932.YJL069C	activation	activation	t	t	235
4932.YDR337W	4932.YJL109C	activation	activation	t	t	235
4932.YDR337W	4932.YJR002W	activation	activation	t	t	235
4932.YDR337W	4932.YKL099C	activation	activation	t	t	235
4932.YDR337W	4932.YLL011W	activation	activation	t	t	235
4932.YDR337W	4932.YLR129W	activation	activation	t	t	235
4932.YDR337W	4932.YLR186W	activation	activation	t	t	235
4932.YDR337W	4932.YLR222C	activation	activation	t	t	235
4932.YDR337W	4932.YLR409C	activation	activation	t	t	235
4932.YDR337W	4932.YML093W	activation	activation	t	t	155
4932.YDR337W	4932.YMR093W	activation	activation	t	t	235
4932.YDR337W	4932.YMR229C	activation	activation	t	t	235
4932.YDR337W	4932.YNL096C	activation	activation	t	t	155
4932.YDR337W	4932.YOL010W	activation	activation	t	t	155
4932.YDR337W	4932.YOR096W	activation	activation	t	t	155
4932.YDR337W	4932.YOR287C	activation	activation	t	t	235
4932.YDR337W	4932.YPL090C	activation	activation	t	t	155
4932.YDR337W	4932.YPL126W	activation	activation	t	t	235
4932.YDR337W	4932.YPL217C	activation	activation	t	t	235
4932.YDR337W	4932.YPR137W	activation	activation	t	t	235
4932.YDR339C	4932.YBL072C	activation	activation	t	f	400
4932.YDR339C	4932.YBR048W	activation	activation	t	f	400
4932.YDR339C	4932.YBR181C	activation	activation	t	f	400
4932.YDR339C	4932.YBR181C	activation	activation	t	t	400
4932.YDR339C	4932.YBR189W	activation	activation	t	f	400
4932.YDR339C	4932.YBR189W	activation	activation	t	t	400
4932.YDR339C	4932.YCL031C	activation	activation	t	f	353
4932.YDR339C	4932.YCL031C	activation	activation	t	t	353
4932.YDR339C	4932.YCL054W	activation	activation	t	f	456
4932.YDR339C	4932.YCL059C	activation	activation	t	t	522
4932.YDR339C	4932.YCR031C	activation	activation	t	f	400
4932.YDR339C	4932.YCR031C	activation	activation	t	t	400
4932.YDR339C	4932.YCR057C	activation	activation	t	t	522
4932.YDR339C	4932.YDL014W	activation	activation	t	t	522
4932.YDR339C	4932.YDL083C	activation	activation	t	f	400
4932.YDR339C	4932.YDL148C	activation	activation	t	t	522
4932.YDR339C	4932.YDL153C	activation	activation	t	t	522
4932.YDR339C	4932.YDR025W	activation	activation	t	f	400
4932.YDR339C	4932.YDR064W	activation	activation	t	f	522
4932.YDR339C	4932.YDR087C	activation	activation	t	f	284
4932.YDR339C	4932.YDR324C	activation	activation	t	f	967
4932.YDR339C	4932.YDR324C	activation	activation	t	t	522
4932.YDR339C	4932.YDR398W	activation	activation	t	f	918
4932.YDR339C	4932.YDR398W	activation	activation	t	t	220
4932.YDR339C	4932.YDR449C	activation	activation	t	t	522
4932.YDR339C	4932.YEL026W	activation	activation	t	t	522
4932.YDR339C	4932.YER074W	activation	activation	t	f	292
4932.YDR339C	4932.YER082C	activation	activation	t	t	522
4932.YDR339C	4932.YER102W	activation	activation	t	f	400
4932.YDR339C	4932.YGL171W	activation	activation	t	t	522
4932.YDR339C	4932.YGR095C	activation	activation	t	f	913
4932.YDR339C	4932.YGR118W	activation	activation	t	f	400
4932.YDR339C	4932.YGR159C	activation	activation	t	f	917
4932.YDR339C	4932.YHR065C	activation	activation	t	t	522
4932.YDR339C	4932.YHR148W	activation	activation	t	t	522
4932.YDR339C	4932.YHR169W	activation	activation	t	t	302
4932.YDR339C	4932.YIL069C	activation	activation	t	f	292
4932.YDR339C	4932.YIL091C	activation	activation	t	t	455
4932.YDR339C	4932.YJL050W	activation	activation	t	f	907
4932.YDR339C	4932.YJL069C	activation	activation	t	f	967
4932.YDR339C	4932.YJL069C	activation	activation	t	t	522
4932.YDR339C	4932.YJL109C	activation	activation	t	f	967
4932.YDR339C	4932.YJL109C	activation	activation	t	t	522
4932.YDR339C	4932.YJL190C	activation	activation	t	f	400
4932.YDR339C	4932.YJL191W	activation	activation	t	f	400
4932.YDR339C	4932.YJL191W	activation	activation	t	t	400
4932.YDR339C	4932.YJR002W	activation	activation	t	t	522
4932.YDR339C	4932.YJR113C	activation	activation	t	f	292
4932.YDR339C	4932.YJR123W	activation	activation	t	f	522
4932.YDR339C	4932.YKL099C	activation	activation	t	t	522
4932.YDR339C	4932.YLL011W	activation	activation	t	t	522
4932.YDR339C	4932.YLR129W	activation	activation	t	t	522
4932.YDR339C	4932.YLR186W	activation	activation	t	t	522
4932.YDR339C	4932.YLR197W	activation	activation	t	t	522
4932.YDR339C	4932.YLR222C	activation	activation	t	t	522
4932.YDR339C	4932.YLR264W	activation	activation	t	f	400
4932.YDR339C	4932.YLR367W	activation	activation	t	f	400
4932.YDR339C	4932.YLR409C	activation	activation	t	t	522
4932.YDR339C	4932.YLR441C	activation	activation	t	f	400
4932.YDR339C	4932.YML063W	activation	activation	t	f	400
4932.YDR339C	4932.YML093W	activation	activation	t	t	400
4932.YDR339C	4932.YMR049C	activation	activation	t	f	522
4932.YDR339C	4932.YMR093W	activation	activation	t	f	967
4932.YDR339C	4932.YMR093W	activation	activation	t	t	522
4932.YDR339C	4932.YMR128W	activation	activation	t	t	181
4932.YDR339C	4932.YMR143W	activation	activation	t	f	400
4932.YDR339C	4932.YMR229C	activation	activation	t	t	196
4932.YDR339C	4932.YNL075W	activation	activation	t	t	522
4932.YDR339C	4932.YNL096C	activation	activation	t	f	400
4932.YDR339C	4932.YNL096C	activation	activation	t	t	400
4932.YDR339C	4932.YNL175C	activation	activation	t	f	205
4932.YDR339C	4932.YOL010W	activation	activation	t	t	522
4932.YDR339C	4932.YOR001W	activation	activation	t	f	910
4932.YDR339C	4932.YOR096W	activation	activation	t	f	400
4932.YDR339C	4932.YOR096W	activation	activation	t	t	400
4932.YDR339C	4932.YOR167C	activation	activation	t	f	400
4932.YDR339C	4932.YOR287C	activation	activation	t	f	311
4932.YDR339C	4932.YOR287C	activation	activation	t	t	311
4932.YDR339C	4932.YOR310C	activation	activation	t	t	522
4932.YDR339C	4932.YPL043W	activation	activation	t	f	333
4932.YDR339C	4932.YPL081W	activation	activation	t	f	400
4932.YDR339C	4932.YPL081W	activation	activation	t	t	400
4932.YDR339C	4932.YPL090C	activation	activation	t	f	400
4932.YDR339C	4932.YPL090C	activation	activation	t	t	400
4932.YDR339C	4932.YPL126W	activation	activation	t	f	693
4932.YDR339C	4932.YPL126W	activation	activation	t	t	522
4932.YDR339C	4932.YPL211W	activation	activation	t	f	522
4932.YDR339C	4932.YPL217C	activation	activation	t	t	522
4932.YDR339C	4932.YPR132W	activation	activation	t	f	400
4932.YDR339C	4932.YPR137W	activation	activation	t	t	522
4932.YDR339C	4932.YPR144C	activation	activation	t	t	522
4932.YDR345C	4932.YIL033C	activation	activation	t	f	401
4932.YDR347W	4932.YCR065W	activation	activation	t	f	151
4932.YDR347W	4932.YIL131C	activation	activation	t	f	151
4932.YDR347W	4932.YNL068C	activation	activation	t	f	151
4932.YDR347W	4932.YPR104C	activation	activation	t	f	151
4932.YDR358W	4932.YDL137W	inhibition	inhibition	t	t	197
4932.YDR358W	4932.YDL192W	inhibition	inhibition	t	t	197
4932.YDR358W	4932.YDR139C	activation	activation	t	t	351
4932.YDR358W	4932.YIL148W	activation	activation	t	t	351
4932.YDR358W	4932.YKR094C	activation	activation	t	t	351
4932.YDR358W	4932.YLL039C	activation	activation	t	t	351
4932.YDR358W	4932.YLR167W	activation	activation	t	t	276
4932.YDR364C	4932.YDL116W	activation	activation	t	f	197
4932.YDR364C	4932.YDR155C	activation	activation	t	f	295
4932.YDR364C	4932.YML078W	activation	activation	t	f	295
4932.YDR373W	4932.YBL105C	inhibition	inhibition	t	f	188
4932.YDR373W	4932.YER129W	activation	activation	f	f	177
4932.YDR373W	4932.YFR030W	activation	activation	f	f	177
4932.YDR373W	4932.YGL179C	activation	activation	f	f	177
4932.YDR373W	4932.YHR042W	activation	activation	f	f	177
4932.YDR373W	4932.YJL005W	activation	activation	f	f	263
4932.YDR373W	4932.YJL005W	inhibition	inhibition	f	f	263
4932.YDR373W	4932.YKL048C	activation	activation	f	f	177
4932.YDR373W	4932.YPL268W	activation	activation	f	f	234
4932.YDR373W	4932.YPR048W	activation	activation	f	f	177
4932.YDR373W	4932.YPR160W	activation	activation	f	f	199
4932.YDR379W	4932.YAL017W	activation	activation	f	f	198
4932.YDR379W	4932.YAL048C	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YBR164C	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YCR027C	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YDL079C	activation	activation	f	f	198
4932.YDR379W	4932.YDL137W	activation	activation	t	t	172
4932.YDR379W	4932.YDL137W	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YDL192W	activation	activation	t	t	172
4932.YDR379W	4932.YDL192W	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YER031C	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YGL210W	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YGR152C	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YHR079C	activation	activation	f	f	198
4932.YDR379W	4932.YIL118W	inhibition	inhibition	f	f	240
4932.YDR379W	4932.YIL118W	inhibition	inhibition	t	t	240
4932.YDR379W	4932.YKR055W	inhibition	inhibition	f	f	240
4932.YDR379W	4932.YKR055W	inhibition	inhibition	t	t	240
4932.YDR379W	4932.YLR229C	activation	activation	t	t	262
4932.YDR379W	4932.YLR229C	inhibition	inhibition	f	f	903
4932.YDR379W	4932.YLR229C	inhibition	inhibition	t	t	338
4932.YDR379W	4932.YML064C	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YMR139W	activation	activation	f	f	198
4932.YDR379W	4932.YNL090W	inhibition	inhibition	f	f	240
4932.YDR379W	4932.YNL090W	inhibition	inhibition	t	t	240
4932.YDR379W	4932.YNL098C	activation	activation	t	t	172
4932.YDR379W	4932.YNL098C	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YNL180C	inhibition	inhibition	f	f	240
4932.YDR379W	4932.YNL180C	inhibition	inhibition	t	t	240
4932.YDR379W	4932.YNL304W	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YNL307C	activation	activation	f	f	198
4932.YDR379W	4932.YOL045W	activation	activation	f	f	198
4932.YDR379W	4932.YOL128C	activation	activation	f	f	198
4932.YDR379W	4932.YOR094W	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YOR101W	activation	activation	t	t	172
4932.YDR379W	4932.YOR101W	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YOR262W	inhibition	inhibition	f	f	230
4932.YDR379W	4932.YPR165W	activation	activation	t	t	240
4932.YDR379W	4932.YPR165W	inhibition	inhibition	f	f	240
4932.YDR379W	4932.YPR165W	inhibition	inhibition	t	t	240
4932.YDR381W	4932.YDL207W	activation	activation	t	f	286
4932.YDR381W	4932.YER107C	activation	activation	t	f	538
4932.YDR386W	4932.YBL067C	inhibition	inhibition	t	f	219
4932.YDR386W	4932.YER098W	inhibition	inhibition	t	f	219
4932.YDR386W	4932.YOL087C	inhibition	inhibition	t	f	307
4932.YDR389W	4932.YDL145C	activation	activation	t	t	183
4932.YDR389W	4932.YIL118W	inhibition	inhibition	f	f	199
4932.YDR389W	4932.YKR055W	inhibition	inhibition	f	f	199
4932.YDR389W	4932.YLR229C	inhibition	inhibition	f	f	199
4932.YDR389W	4932.YNL090W	inhibition	inhibition	f	f	199
4932.YDR389W	4932.YNL180C	inhibition	inhibition	f	f	199
4932.YDR389W	4932.YPR165W	inhibition	inhibition	f	f	900
4932.YDR390C	4932.YBL078C	activation	activation	f	f	288
4932.YDR390C	4932.YBR217W	activation	activation	f	f	265
4932.YDR390C	4932.YIL008W	activation	activation	f	f	288
4932.YDR390C	4932.YOR251C	activation	activation	f	f	179
4932.YDR395W	4932.YBL004W	activation	activation	t	t	262
4932.YDR395W	4932.YBL016W	activation	activation	f	f	161
4932.YDR395W	4932.YCR057C	activation	activation	t	t	264
4932.YDR395W	4932.YDL148C	activation	activation	t	t	290
4932.YDR395W	4932.YDR324C	activation	activation	t	t	319
4932.YDR395W	4932.YDR398W	activation	activation	t	t	260
4932.YDR395W	4932.YDR449C	activation	activation	t	t	263
4932.YDR395W	4932.YER082C	activation	activation	t	t	173
4932.YDR395W	4932.YGL171W	activation	activation	t	t	191
4932.YDR395W	4932.YGR040W	activation	activation	f	f	161
4932.YDR395W	4932.YGR090W	activation	activation	t	t	217
4932.YDR395W	4932.YHR030C	activation	activation	f	f	161
4932.YDR395W	4932.YIL091C	activation	activation	t	t	181
4932.YDR395W	4932.YJL069C	activation	activation	t	t	172
4932.YDR395W	4932.YJL109C	activation	activation	t	t	319
4932.YDR395W	4932.YJR002W	activation	activation	t	t	159
4932.YDR395W	4932.YKL161C	activation	activation	f	f	161
4932.YDR395W	4932.YLL011W	activation	activation	t	t	197
4932.YDR395W	4932.YLR113W	activation	activation	f	f	161
4932.YDR395W	4932.YLR129W	activation	activation	t	t	319
4932.YDR395W	4932.YLR197W	activation	activation	t	t	193
4932.YDR395W	4932.YLR222C	activation	activation	t	t	319
4932.YDR395W	4932.YLR409C	activation	activation	t	t	224
4932.YDR395W	4932.YML093W	activation	activation	t	t	236
4932.YDR395W	4932.YMR093W	activation	activation	t	t	181
4932.YDR395W	4932.YMR229C	activation	activation	t	t	319
4932.YDR395W	4932.YPL126W	activation	activation	t	t	321
4932.YDR395W	4932.YPL217C	activation	activation	t	t	210
4932.YDR395W	4932.YPR054W	activation	activation	f	f	161
4932.YDR395W	4932.YPR137W	activation	activation	t	t	175
4932.YDR395W	4932.YPR144C	activation	activation	t	t	265
4932.YDR398W	4932.YBL004W	activation	activation	t	t	960
4932.YDR398W	4932.YBR061C	activation	activation	t	f	275
4932.YDR398W	4932.YBR142W	activation	activation	t	t	153
4932.YDR398W	4932.YBR181C	activation	activation	t	t	908
4932.YDR398W	4932.YBR189W	activation	activation	t	t	909
4932.YDR398W	4932.YCL031C	activation	activation	t	f	646
4932.YDR398W	4932.YCL031C	activation	activation	t	t	646
4932.YDR398W	4932.YCL054W	activation	activation	t	f	522
4932.YDR398W	4932.YCL059C	activation	activation	t	t	985
4932.YDR398W	4932.YCR031C	activation	activation	t	t	903
4932.YDR398W	4932.YCR057C	activation	activation	t	t	985
4932.YDR398W	4932.YDL014W	activation	activation	t	t	985
4932.YDR398W	4932.YDL031W	activation	activation	t	t	153
4932.YDR398W	4932.YDL148C	activation	activation	t	t	985
4932.YDR398W	4932.YDL153C	activation	activation	t	t	985
4932.YDR398W	4932.YDL208W	activation	activation	t	t	306
4932.YDR398W	4932.YDR021W	activation	activation	t	t	153
4932.YDR398W	4932.YDR087C	activation	activation	t	f	400
4932.YDR398W	4932.YDR194C	activation	activation	t	t	153
4932.YDR398W	4932.YDR324C	activation	activation	t	f	985
4932.YDR398W	4932.YDR324C	activation	activation	t	t	985
4932.YDR398W	4932.YDR339C	activation	activation	t	f	220
4932.YDR398W	4932.YDR339C	activation	activation	t	t	918
4932.YDR398W	4932.YDR395W	activation	activation	t	f	260
4932.YDR398W	4932.YDR412W	activation	activation	t	f	204
4932.YDR398W	4932.YDR449C	activation	activation	t	t	985
4932.YDR398W	4932.YEL026W	activation	activation	t	t	985
4932.YDR398W	4932.YER082C	activation	activation	t	t	985
4932.YDR398W	4932.YER126C	activation	activation	t	f	183
4932.YDR398W	4932.YER165W	activation	activation	t	f	268
4932.YDR398W	4932.YFL002C	activation	activation	t	t	153
4932.YDR398W	4932.YFR023W	activation	activation	t	f	268
4932.YDR398W	4932.YGL078C	activation	activation	t	t	153
4932.YDR398W	4932.YGL120C	activation	activation	t	t	286
4932.YDR398W	4932.YGL123W	activation	activation	t	t	903
4932.YDR398W	4932.YGL136C	activation	activation	t	f	275
4932.YDR398W	4932.YGL171W	activation	activation	t	t	985
4932.YDR398W	4932.YGR090W	activation	activation	t	f	896
4932.YDR398W	4932.YGR090W	activation	activation	t	t	985
4932.YDR398W	4932.YGR091W	activation	activation	t	t	336
4932.YDR398W	4932.YGR095C	activation	activation	t	f	923
4932.YDR398W	4932.YGR158C	activation	activation	t	f	177
4932.YDR398W	4932.YGR159C	activation	activation	t	f	956
4932.YDR398W	4932.YGR195W	activation	activation	t	f	177
4932.YDR398W	4932.YHL033C	activation	activation	t	t	217
4932.YDR398W	4932.YHR015W	activation	activation	t	f	268
4932.YDR398W	4932.YHR065C	activation	activation	t	t	985
4932.YDR398W	4932.YHR088W	activation	activation	t	t	361
4932.YDR398W	4932.YHR148W	activation	activation	t	f	155
4932.YDR398W	4932.YHR148W	activation	activation	t	t	918
4932.YDR398W	4932.YHR169W	activation	activation	t	t	976
4932.YDR398W	4932.YIL091C	activation	activation	t	t	985
4932.YDR398W	4932.YJL033W	activation	activation	t	t	153
4932.YDR398W	4932.YJL050W	activation	activation	t	f	951
4932.YDR398W	4932.YJL069C	activation	activation	t	f	985
4932.YDR398W	4932.YJL069C	activation	activation	t	t	985
4932.YDR398W	4932.YJL109C	activation	activation	t	f	985
4932.YDR398W	4932.YJL109C	activation	activation	t	t	985
4932.YDR398W	4932.YJL191W	activation	activation	t	t	903
4932.YDR398W	4932.YJR002W	activation	activation	t	t	985
4932.YDR398W	4932.YJR132W	activation	activation	t	f	260
4932.YDR398W	4932.YKL078W	activation	activation	t	t	237
4932.YDR398W	4932.YKL099C	activation	activation	t	t	960
4932.YDR398W	4932.YKR024C	activation	activation	t	t	513
4932.YDR398W	4932.YLL008W	activation	activation	t	t	153
4932.YDR398W	4932.YLL011W	activation	activation	t	t	985
4932.YDR398W	4932.YLL045C	activation	activation	t	t	217
4932.YDR398W	4932.YLR129W	activation	activation	t	t	985
4932.YDR398W	4932.YLR186W	activation	activation	t	t	940
4932.YDR398W	4932.YLR197W	activation	activation	t	t	985
4932.YDR398W	4932.YLR222C	activation	activation	t	t	985
4932.YDR398W	4932.YLR276C	activation	activation	t	t	153
4932.YDR398W	4932.YLR398C	activation	activation	t	f	179
4932.YDR398W	4932.YLR409C	activation	activation	t	t	985
4932.YDR398W	4932.YLR441C	activation	activation	t	f	213
4932.YDR398W	4932.YML063W	activation	activation	t	f	213
4932.YDR398W	4932.YML093W	activation	activation	t	t	985
4932.YDR398W	4932.YMR049C	activation	activation	t	f	522
4932.YDR398W	4932.YMR093W	activation	activation	t	f	985
4932.YDR398W	4932.YMR093W	activation	activation	t	t	985
4932.YDR398W	4932.YMR128W	activation	activation	t	t	985
4932.YDR398W	4932.YMR229C	activation	activation	t	t	985
4932.YDR398W	4932.YMR290C	activation	activation	t	t	153
4932.YDR398W	4932.YNL075W	activation	activation	t	t	985
4932.YDR398W	4932.YNL096C	activation	activation	t	t	905
4932.YDR398W	4932.YNL112W	activation	activation	t	t	153
4932.YDR398W	4932.YNL175C	activation	activation	t	f	463
4932.YDR398W	4932.YNR038W	activation	activation	t	t	153
4932.YDR398W	4932.YOL010W	activation	activation	t	t	957
4932.YDR398W	4932.YOR001W	activation	activation	t	f	985
4932.YDR398W	4932.YOR004W	activation	activation	t	f	235
4932.YDR398W	4932.YOR004W	activation	activation	t	t	361
4932.YDR398W	4932.YOR096W	activation	activation	t	t	905
4932.YDR398W	4932.YOR145C	activation	activation	t	t	361
4932.YDR398W	4932.YOR287C	activation	activation	t	f	218
4932.YDR398W	4932.YOR287C	activation	activation	t	t	218
4932.YDR398W	4932.YOR310C	activation	activation	t	t	985
4932.YDR398W	4932.YOR369C	activation	activation	t	t	217
4932.YDR398W	4932.YPL043W	activation	activation	t	f	522
4932.YDR398W	4932.YPL081W	activation	activation	t	t	909
4932.YDR398W	4932.YPL126W	activation	activation	t	f	896
4932.YDR398W	4932.YPL126W	activation	activation	t	t	896
4932.YDR398W	4932.YPL211W	activation	activation	t	f	522
4932.YDR398W	4932.YPL217C	activation	activation	t	t	985
4932.YDR398W	4932.YPR137W	activation	activation	t	t	985
4932.YDR398W	4932.YPR144C	activation	activation	t	t	985
4932.YDR404C	4932.YBR154C	activation	activation	t	f	522
4932.YDR404C	4932.YBR154C	activation	activation	t	t	522
4932.YDR404C	4932.YBR154C	inhibition	inhibition	t	f	522
